생산자,설명
샤또 무브장 바르통Chateau Mauvesin Barton,
샤또 오 플랑타드Chateau Haut Plantade,
샤또 프리외르 드 라 꼬멍드리Chateau Prieurs de la Commanderie,
샤또 샹베르 마뷔제Chateau Chambert Marbuzet,
엘 꼬또 데 리오하El Coto De Rioja,"엘 꼬또 데 리오하 (El Coto De Rioja)는 1970년, 스페인의 산업은행인 뱅크유니온(Bankunión)의 투자 아래 와인 분야의 최고 전문가들로부터 리오하 지역에 설립되었다."
꼬르베쪼Corvezzo,
에페메르Ephemere,
아드리앙 르누아르Adrien Renoir,"아드리앙 르누아르(Adrien Renoir)는 뱅상의 아들로써, 몽따뉴 드 램 (Montagne de Reims) 의 중심 이자 샹파뉴 지역의 17 개의 그랑 크뤼 중 하나인 베르지 Verzy 에 위치한 샴페인 하우스 뱅상 르누아르는 4 대 째 와인을 생산하고 있다 아버지에서 아들로 전해져 내"
도멘 기로 파르제트Domaine Guillerault-fargette,
쉐넌 패밀리 오브 와인스Shannon Family of Wines,쉐넌 패밀리 오브 와인스(Shannon Family of Wines)의 '선구적'이라는 단어는 와이너리의 설립자 클레이 쉐넌(Clay Shannon)에게 항상 따라다니는 수식어이다. 그는 1996년 기존의 관습들을 벗어나 레이크 카운티(Lake County)에 자신만의 방식으로 운영하는 진보적인 와이너리를 설립했다.
라 트라베르사따La Traversata,
리파 디 소토Ripa di Sotto,
보데가스 로메로Bodegas Romero,
샹파뉴 디락Champagne D.Rock,Champagne Brut D. Rock 은 완벽함을 추구하기로 유명한 두 명의 독일 장인이 수많은 양조장 탐방 후 선택한 샹파뉴 랭스와 에페르네 사이의 작은 마을 ‘Allemant’ 의 샴페인 하우스 Bernard Remy 에서 제조하였습니다.
마이클 포잔Michael Pozzan,
미쉘 퐁느Michel Fonne,
스미스 앤더슨Smith-Anderson Enterprises. Inc.,
미우라Miura,
오로펠라Oropela,
샤또 시몽Chateau Simon,
도멘 푸흐레Domaine Fourrey,
니콜라스 마이야르Nicholas Maillart,
도멘 마샹 그리오Domaine Marchant Grillot,
폴 로누아Paul Launois,
뱅상 바슐래Vincent Bachelet,
도멘 아르노 쇼팽Domaine A.Choupin,
도멘 드 라 슈페트Domaine de la Choupette,
잔닌 날텟Jeannin Naltet,"잔닌 날텟(Jeannin Naltet)은 메르퀴레 아펠라시옹은 부르고뉴의 가장 오래된 와인 아펠라시옹 중에 하나로써, 메르퀴레 프리미에 크뤼가 32개인 AOC이다. 코트 샬로네즈에 650 헥타르 이상의 포도밭이 위치하고 있으며, 바람을 피해 이끼와 석회암 기반의 경사면에서 재배되어 플래쉬하며(탄닌이 적어 부드럽고), 풍부한 과실향을 지니고 있다."
도멘 미쉘Domaine Michel,"도멘 미쉘(Domaine Michel)의 MICHEL가는 최소 1850년 이후부터 Cray의 포도밭을 일구며 살아왔다. 1970년 Marcel MICHEL에 이어, René MICHEL은 이 독특한 테루아의 잠재력과 품질을 최대한 활용하기 위해 포도 재배에 이어 병입을 시행했다. 현재 Denis 와 Franck, Vincent MICHEL은 조부 René MICHEL이 전수해 준 전통의 맛과 품질에 대한 확신을 강점으로 하고 있다."
샤토 푸이Chateau Pouilly,"샤토 푸이(Chateau Pouilly)는 1551년 푸이-퓌세 AOC 중심부에 지어졌으며, 수 세기 동안 샤르도네 단일품종으로 만든 우수한 화이트 와인의 자랑스러운 대명사이다. 푸이 성(샤토)은 푸이 산 꼭대기에 위치하여 포도밭으로 둘러싸여 있으며, 7세대를 거친 소유주들은 선조들의 전통을 계승하여 땅과 포도나무를 유지하고 있다."
카이유즈 빈야드Cayuse Vineyards,
마크 라이언 와이너리Mark Ryan Winery,
로렌조 와인스Lorenzo Wines,
씨다 실바C.da Silva,
샤또 르 부이Chateau le Bouis,
폴 고그Paul Goerg,
또조Toso,또조(Toso)는 현재 모스가또 다스띠를 포함하여 200만병 이상의 아스띠 스푸망떼를 생산하고있어 전체 아스띠시장의 10%정도를 차지하며 저렴한 가격에 비해 매우 뛰어난 품질의 와인을 공급하고 있다.
브레이브 뉴 와인Brave New Wine,
게오르지움Georgium,
에이와인즈Awines,
비네롱 카탈랑스Vignerons Catalans,
보데가 이 비네도스 산 폴로Bodega y Vinedos San Polo,"보데가 이 비네도스 산 폴로 (Bodega y Vinedos San Polo)는 1880년대에 Juan Giol, Bautista Gragantini와 Pascual Toso에 의해 설립됐다. 이들은 이탈리아에서 멘도자로 이민왔다. 그들은 그들이 자라온 이탈리아의 전통을 살린 첫번째 와이너리를 설립했고 현재, 4대째 와인사업을 계승하고 있다."
브란콧 이스테이트Brancott Estate,"브란콧 이스테이트(Brancott Estate)는 뉴질랜드의 말보로 지역에 최초로 소비뇽 블랑과 피노누아를 식재한 와이너리다. 뉴질랜드 와인의 교과서로 불리며 영국, 미국, 호주, 뉴질랜드를 비롯한 전 세계 50여 개의 주요 와인 소비국에서 가장 사랑 받는 뉴질랜드 No.1 와인 브랜드기도 하다."
깜포 비에호Campo Viejo,깜포 비에호(Campo Viejo)는 스페인 리오하의 심장부에 위치하고 있어 포도를 재배하고 숙성시키기에 아주 이상적인 와이너리다. Campo Viejo의 눈부신 건축물과 현대 와인 제조 과정의 결합은 와이너리를 새로운 와인 문화의 선두주자가 되 게 하는 동시에 와인 제조의 전통적인 과정을 복구함으로써 만족스러운 와인을 생산하게 하였다.
히드리아Hydria,
WIne Forces와인 포스,
샤또 장 파우레Chateau Jean Faure,
펠렛 에스테이트Pellet Estate,
보데가스 산 디오니시오Bodegas San Dionisio,"보데가스 산 디오니시오(Bodegas San Dionisio)는 1957년에 설립되었으며, 스페인의 Castile-La Mancha(카스틸 라만차) 지역 의 Fuentealamo(푸엔테알라모) Albacete(알바세테)의 남동쪽에 위치하고 있습니다. 해발 800m의 고도에 위치한 이 와이너리는 모나스트렐 와인의 가장 큰 생산자로 널리 알려져 있습니다."
칸티나 길랑Cantina Girlan,
아지엔다 아그리콜라 베라Azienda Agricola Bera,
론코 디 싸시Ronco di Sassi,
마세리아 트라조네Masseria Trajone,
락 엠 롤Rock M Roll,
1881 나파1881 Napa,
아메리칸 빈티지American Vintage,
보데가스 블레다Bodegas Bleda,"보데가스 블레다(Bodegas Bleda)는 1902년에 설립이 되었으며, 스페인 남동부 후미야(Jumilla)지역에 위치한 전통적인 와이너리이다. 포도밭은 해발 700미터 위치하며 250 헥타르 걸쳐 주 품종인 모나스트렐을 재배하고 있다. 이 지역은 석회암층으로 이루어져 있어 장기간 가뭄에도 견딜 수 있는 테루아를 형성하고 있으며, 일교차가 커서 모나스트럴을 재배하기에 최적화 되어 있다."
베드락 와인Bedrock Wine,
살베스트린Salvestrin,
시로Cirro,
보데가스 BSIBodegas BSI,"보데가스 BSI(Bodegas BSI)는 1934년도에 설립되었으며, 현재 후미야PDO의 메인 생산자이다. 모나스트렐 중심으로 와인을 만드는 BSI는 매우 오래된 포도줄기들이 있는 지역을 가장 많이 소유하고 있다. 게다가 친환경, 혁신, 그리고 지역의 사회활동에도 힘을 쏟고 있다. 1400헥타르 이상의 포도밭을 소유하고 있으며, 평균 35년된 포도줄기이다. 손수확 되며, 좋은 기후의 영향으로 대부분 유기농법을 사용한다. 모나스트렐 이"
도멘 미쉘 카이요Domaine Michel Caillot,
도멘 베르나르 드페Domaine Bernard Defaix,
도멘 앙드레 무앙전Domaine Andre Moingeon,
도멘 장 타르디 에 피스Domaine Jean Tardy et Fils,
도멘 토르토쇼Domaine Tortochot,
보데가 카르첼로Bodega Carchelo,보데가 까르첼로(Bodega Carchelo)는 스페인 후미야(Jumilla) 지역 근처의 까르체 밸리(Carche Valley)에 위치해 있다.
에센시아 와인즈Esencia Wines,"에센시아 와인즈(Esencia Wines)는 1999년에 설립된 와이너리로서 매우 적은 강수량과 바위가 많은 해발 700미터에 위치하고 있어서 활기차고 잘 숙성된 포도를 생산하고 있으며 훌륭한 바디감, 구조감 그리고 여러 종류의 개성이 강한 캐릭터 향을 포함한 와인을 생산하는데 최적의 조건을 갖춘 DO JUMILLA (후미야) 지역에 위치해 있다."
로베르 드노정Robert Denogent,
루지인L'usine,
리마페레Rimapere,
리스 빈야드Rhys Vineyards,"리스 빈야드(Rhys Vineyards)는 2001년 “실리콘 밸리의 전설”로 불리우는 케빈 하비(Kevin Harvey)에 의해 설립되었다. Dropbox, Instagram등을 성공시킨 투자가이자 최첨단 정보 분석가인 케빈은 오랫동안 부르고뉴 와인에 매료되어 마침내 리스 프로젝트를 실행하기에 이르렀다."
몬테규Montagu,
보데가스 올리바레스Bodegas Olivares,보데가스 올리바레스(Bodegas Olivares)는 100년 전 스페인 Jumilla 지역에 지어졌으며 열악한 토양과 적은 양의 비에 매우 잘 적응하여 자라는 토착 품종 Moastrell이 주 품종인 와인을 생산하고 있다.
클레멘트 & 플로리안 베르띠에Clement & Florian Berthier,
비뉴 뒤 맨Vignes du Maynes,
얀 뒤히유Yann Durieux,
에고 보데가스Ego Bodegas,"에고 보데가스(Ego Bodegas)는 풍부한 전통과 환상적인 포도밭, 그리고 엄청난 목표를 가지고 탄생한 와이너리는 아니다. 대신, 열정과 노력 그리고 재능으로 탄생되었으며, 그를 기념해 탄생되 첫 와인을 'Talent'라고 지었다. 산토스 오티즈(Santos Ortiz)와 로아나 파운에스쿠(Loana Paunescu)는 2011년 아무것도 없이 시작하였지만 엄청난 재능으로 좋은와인을 탄생시켰다. '우리는 정상적인 방법이 아닌 완전히 새로운"
코르데로 디 몬테제몰로Cordero di Montezemolo,"코르데로 디 몬테제몰로(Cordero di Montezemolo) 와이너리는 바롤로의 중심인 라 모라(La Morra) 마을에서 1340년부터 약 660년간 19세대를 이어 상속되어 온 가장 역사적인 포도원인 몬팔레토(Monfalletto)를 단독 소유하고 있다. 이 포도원의 가장 높은 언덕 꼭대기(고도300m)에는 거대한 레바논 삼나무 우뚝 솟아 있는데, 이는 코르데로 디 몬테제몰로 가족의 조상인 코스탄조 팔레티 디 로델로(Constanzo Falletti di Rodell"
크로닉 셀라Chronic Cellars,
하이직 & CoHeidsieck & Co,
월즈 엔드 와이너리World's End Winery,
쿠엔타비나스Cuentavinas,
샴페인 모드Champagne MOD,
타블라스 크릭Tablas Creek,
니콜라스 제이Nicholas Jay,니콜라스 제이(Nicholas Jay)는 부르고뉴 대표 명장 와이너리인 도멘 메오-카뮈제(Domaine Méo-Camuzet)의 3代 오너인 장 니콜라스 메오(Jean-Nicolas Méo)와 미국 음악계의 거물인 제이 보버그(Jay Boberg)가 피노 누아에 대한 열정으로 美 오레곤의 중심부 윌라메트 밸리에 만든 와이너리이다.
샴페인 델루뱅 노왁Champagne Delouvin Nowack,
블랙버드 빈야드Blackbird Vineyards,"블랙버드 빈야드(Blackbird Vineyards)는 2003년 마이클 폴렌스키(Michel Polenske)에 의해 시작되었다. 1997년 원래 호두나무 과수원이었던 밭에 처음 메를로를 심으면서 포도밭으로 개간되었으며, 이름은 메를로(Merlot)라는 단어가 프랑스 방언으로 작은 검은 새(Little Blackbird)를 뜻하는 것에서 착안하였다."
포틀랜디아 빈트너스Portlandia Vintners,포틀랜디아 빈트너스(Portlandia Vintners)는 미국 플로리다에서 태어나 전기 엔지니어로 일하던 데미안 데이비스(Damian Davis)가 새로운 직장을 구해 1999년 가족들과 함께 태평양 북서부까지 미국 횡단을 하게 된다.
켄트 라스무센Kent Rasmussen,"켄트 라스무센(Kent Rasmussen)는 1986년, 캘리포니아 세인트 헬레나(St. Helena)에 설립된 패밀리 와이너리다. 현재 오너 와인메이커인 켄트 라스무센(Kent Rasmussen)이 운영하고 있다. 샌프란시스코에서 태어난 켄트는 오랜 시간 취미로 포도 재배와 와인 양조를 이어오다, 1983년 UC Davis에서 법학 학사 학위를 취득하며 본격적으로 와인 양조 전문가의 길을 택한다."
브랑코 와인 컴퍼니Bronco wine Company,브랑코 와인 컴퍼니(Bronco wine Company)는 1973년 설립된 미국에서 4번째로 많은 와인을 생산하는 와인업체이다.
브로드사이드Broadside,"브로드사이드(Broadside)는 미국 나파 밸리의 대항마로 떠오르는 와인 생산지인 파소 로블스에 소재한 와이너리이다. 2000년대 중반, 스테파니(Stephanie)와 브라이언 테리찌(Brian Terizzi) 부부가 파소 로블스 최남단에 위치한 마가리타 빈야드(Magarita Vineyard)에서 시작했다. 이곳은 1999년에 로버트 몬다비 가족이 구매해 포도를 기른 구역이기도 하다."
도멘 뱅상 부제로Domaine Vincent Bouzereau,
셰이드 패밀리 와인즈Scheid Family Wines,셰이드 패밀리 와인즈(Scheid Family Wines)는 1972년 부터 캘리포니아 몬테레이 지역에서 약 50년 동안 최고의 가성비 와인을 생산하는 와인생산자로 정평이 나있다. Al Scheid는 하버드 비즈니스 스쿨을 졸업하고 투자자문가로 활동하며 많은 자산가들이 와이너리에 투자하는 것 을 보고 캘리포니아 몬테레이에 와이너리를 매입했다. 첫 15년 간은 몬테레이의 포도 생산회사 였으나 90년대 부터 그들의 와인을 만들기 시작했다.
75 와인즈75 Wines,
도우 와인Dough Wines,
카스텔블랑Castellblanc,"카스텔블랑(Castellblanc)은 페네데스(Penedès) 지방에서 까바(Cava)를 생산하는 유서 깊은 와이너리 중 하나다. 1908년, Parera 가문이 작은 규모의 가족 사업으로 설립하여 1929년 바르셀로나 세계 박람회에서 품질에 대해 인정받았다."
벨 꼴레Bel Colle,
블라종Blazon,
카브릴로Cabrillo,
도멘 세바스티엔 마니엥Domaine Sebastien Magnien,
도멘 롤레Domaine Rolet,
레우브Leoube,
샤토 드 믈랑Chateau de Melin,
도멘 미셸 주이요Domaine Michel Juillot,
브랜드 나파 밸리Brand Napa Valley,
코펜하겐 스파클링 티 컴퍼니Copenhagen Sparkling Tea Company,
아쩨이Atzei,
알파 에스테이트Alpha Estate,알파 에스테이트 (ALPHA ESTATE)는 1997년 경험이 풍부한 포도 재배자 마키스 마브리디스(Makis Mavridis)와 와인 양조학자 앙겔로스 라트리디스(Angelos Latridis)가 그리스 곳곳을 경험하고 와인 제조에 가장 적합하다고 선택한 그리스 북서부 아민데온 지역에 위치한 와이너리다.
웨이페어러 에스테이트Wayfarer Estate,
샤토 부에라Chateau Buera,
그랜드 토카이Grand Tokaj,
바넷 빈야즈Barnett Vineyards,"바넷 빈야드(Barnett Vineyards)는 소량의 와인만을 생산하는 고급 부티크 (boutique) 와이너리로 알려져 있다. 1983년, 캘리포니아 나파 밸리의 스프링 마운틴(Spring Mountain)의 고지대에 부부인 Fiona와 Hal이 자신들의 성을 딴 와이너리를 만들었다."
