와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,알코올,음용온도,기타정보,당도,산도,바디,타닌,아로마,음식매칭,양조,숙성,수입사,등급,추천음식
"클레어럴트 스트래이커, 마가렛 리버 카베르네 소비뇽","Clairault Streicker, Margaret River Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=176036&lq=LIST,클레어럴트 스트래이커  Clairault Streicker,호주(Australia) / 웨스턴 오스트레일리아(Western Australia) / 마가렛 리버(Margaret River),카베르네 소비뇽 (Cabernet Sauvignon),Australian Cabernet Sauvignon,14~15 %,16~18 ℃,*2023 Perth Royal Wine Show - Gold Medal*2022 Halliday Cabernet Challenge - Gold Medal*2023 Wine Companion - 93 Points*International Wine & Spirit Competition - 93 Points,1/5,3/5,4/5,4/5,"블랙커런트, 체리, 흑연","소고기, 육회, 양고기, 육포, 양념갈비, 견과류",on skins in the fermenter for 14 days,aged in French oak barriques for 10 months,,,
"그랑 사쏘, 알타 쿠오타 몬테풀치아노 다브루쪼","Gran Sasso, Alta Quota Montepulciano d'Abruzzo",https://www.wine21.com/13_search/wine_view.html?Idx=176037&lq=LIST,판티니 그룹  Fantini Group,이탈리아(Italy) / 아브루쪼(Abruzzo),몬테풀치아노 (Montepulciano) 100%,Italian Montepulciano d'Abruzzo,,16~18 ℃,* Japan Sakura Woman's Wine Awards 2021 - Gold Medal,1/5,3/5,4/5,3/5,"레드커런트, 체리, 라스베리, 후추, 바닐라, 감초, 오크","스테이크, 육류요리, 붉은육류, 양갈비, 양고기, 건육, 불고기, 양념갈비, 갈비찜, 족발, 동그랑땡, 한식, 토마토파스타, 피자, 치즈, 파르미지아노, 고다, 브리",판티니 프리미엄 와인 스타일을 추구하기 위해 머스트를 10% 추출하고 'FANTINI SELECTION' 효모를 적용. 폴리페놀 추출이 더 많이 일어나기 위해 처음 며칠 동안 저온에서 발효시킨 후 27°C의 제어 온도에서 발효과정 지속.,아메리칸 오크 배럴에서 약 6개월간 말로락틱 발효 및 숙성.,(주)와이넬,Montepulciano d’Abruzzo Colline Teramane DOCG(DOP),
"클레어럴트 스트래이커, 마가렛 리버 소비뇽 블랑 세미용","Clairault Streicker, Margaret River Sauvignon Blanc Semillon",https://www.wine21.com/13_search/wine_view.html?Idx=176038&lq=LIST,클레어럴트 스트래이커  Clairault Streicker,호주(Australia) / 웨스턴 오스트레일리아(Western Australia) / 마가렛 리버(Margaret River),소비뇽 블랑 (Sauvignon Blanc) / 세미용 (Semillon),,13~14 %,6~8 ℃,,1/5,4/5,2/5,1/5,"복숭아, 레몬, 리치, 망고, 라일락, 자스민, 캐슈넛","후라이드, 닭고기, 생선회, 해산물, 아시아요리, 식전주, 샐러드","A portion is fermented in stainless steel at low temperatures to preserve freshness, while around 20% of the cuvee is fermented in French oak barriques",Aged on it's lees with gentle battonage for about a month,,,
"래티튜드 32 와인즈, 샤르도네","Latitude 32 Wines, Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=176040&lq=LIST,래티튜드 32 와인즈  Latitude 32 Wines [B2B],호주(Australia) / 뉴 사우스 웨일즈(New South Wales) / 헌터 밸리(Hunter Valley),샤르도네 (Chardonnay),Australian Chardonnay,12~13 %,6~8 ℃,* 2021 Vintage: Australia Chardonnay Challenge Bronze,1/5,3/5,3/5,1/5,"살구, 복숭아, 배, 레몬, 열대과일, 캐슈넛","후라이드, 훈제오리, 닭고기, 오리로스, 해산물, 게살, 문어숙회, 조개구이, 만두, 어묵, 비빔밥, 볶음밥, 오일파스타, 크림파스타, 리조또, 복숭아, 견과류, 체더, 고다, 브리",cold settled for two days before being transferred to stainless-steel tank to begin fermentation.,"A portion of the wine was matured in old French oak puncheons for 8 months, before being blended back with the stainless-steel vessel portion.",,,
"번 빈야즈, 글램퍼 샤르도네","Byrne Vineyards, Glamper Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=176041&lq=LIST,번 빈야즈  Byrne Vineyards,호주(Australia) / 사우스 오스트레일리아(South Australia) / 리버랜드(Riverland),샤르도네 (Chardonnay),Australian Chardonnay,,8~10 ℃,* 2023 Wine Showcase Magazine - Silver Medal (90 points),1/5,3/5,2/5,1/5,"복숭아, 시트러스, 감귤, 열대과일, 꽃, 삼나무, 오크","꼬치구이, 바비큐, 소시지, 양꼬치, 닭강정, 후라이드, 치킨, 생선구이, 연어, 참치, 해산물, 만두, 오일파스타, 서양요리, 중국요리, 복숭아, 견과류, 치즈, 고다, 모짜렐라",,,(주)와이넬,,
"번 빈야즈, 글램퍼 쉬라즈","Byrne Vineyards, Glamper Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=176042&lq=LIST,번 빈야즈  Byrne Vineyards,호주(Australia) / 사우스 오스트레일리아(South Australia) / 리버랜드(Riverland),시라/쉬라즈 (Syrah/Shiraz),Australian Shiraz,,14~16 ℃,* 2023 Berliner Wine Trophy - Gold Medal* 2023 Wine Showcase Magazine - Silver Medal (90 points),1/5,3/5,3/5,3/5,"블랙커런트, 레드커런트, 체리, 블루베리, 라스베리, 후추, 정향","그릴요리, 꼬치구이, 바비큐, 양꼬치, 건육, 닭강정, 후라이드, 찜닭, 불고기, 양념갈비, 갈비찜, 라자냐, 파스타, 치즈, 고다, 콩테, 모짜렐라",줄기를 제거하고 온도가 조절가능한 발효기에서 매일 펌프 오버를 통해 껍질에서 강렬한 색과 향을 추출.,숙성 후 완벽하게 균형 잡힌 와인인 더블 패스를 만들기 위해 첫 번째 패스 와인과 두 번째 패스를 블렌딩하여 안정화를 거친 후 출시.,(주)와이넬,,
"래티튜드 32 와인즈, 세미용","Latitude 32 Wines, Semillon",https://www.wine21.com/13_search/wine_view.html?Idx=176043&lq=LIST,래티튜드 32 와인즈  Latitude 32 Wines [B2B],호주(Australia) / 뉴 사우스 웨일즈(New South Wales) / 헌터 밸리(Hunter Valley),세미용 (Semillon),,11~12 %,8~10 ℃,* James Halliday - Silver Medal* NSW Small Winemakers Show - Silver Medal* James Halliday Cellar Selections  Australia 2023* Jancis Robertson - Score 16+,1/5,3/5,2/5,1/5,"시트러스, 멜론, 아몬드, 꿀","삼계탕, 오리로스, 치킨, 해산물, 문어숙회, 조개구이, 새우, 잡채, 만두, 나물, 어묵, 파스타, 오일파스타, 토마토파스타, 리조또, 탕수육, 자장면, 체다, 리코타, 크림치즈, 모짜렐라",,,,,
"핸드픽트, 싱글 빈야드 카펠라","Handpicked, Single Vineyard Capella",https://www.wine21.com/13_search/wine_view.html?Idx=176044&lq=LIST,핸드픽트  Handpicked Wines,호주(Australia) / 빅토리아(Victoria) / 모닝턴 페닌슐라(Mornington Peninsula),샤르도네 (Chardonnay),Australian Chardonnay,12~13 %,8~10 ℃,*5 red star Halliday,1/5,3/5,2/5,1/5,"살구, 배, 시트러스, 꽃","닭고기, 해산물, 보쌈, 오일파스타, 샐러드",,11 months in oak & french oak 33% new barrel,,,
"번 빈야즈, 번 트리플 픽 샤르도네","Byrne Vineyards, Byrne Triple Pick chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=176045&lq=LIST,번 빈야즈  Byrne Vineyards,호주(Australia) / 사우스 오스트레일리아(South Australia),샤르도네 (Chardonnay),Australian Chardonnay,,8~10 ℃,,1/5,3/5,2/5,1/5,"복숭아, 서양배, 사과, 멜론, 꽃, 바닐라, 캐슈넛, 오크","돼지고기, 오리로스, 생선구이, 장어구이, 해산물, 랍스터, 오일파스타, 중국요리, 튀김, 복숭아, 치즈, 체다, 고다",포도는 숙성도에 따라 순차적으로 수확되어 분쇄된 후 프렌치 오크 터치가 가미된 발효과정을 통해 신선한 과일 향이 부드럽게 추출.,,(주)와이넬,,
"래티튜드 32 와인즈, 더 그레이트 화이트","Latitude 32 Wines, The Great White",https://www.wine21.com/13_search/wine_view.html?Idx=176046&lq=LIST,래티튜드 32 와인즈  Latitude 32 Wines [B2B],호주(Australia) / 뉴 사우스 웨일즈(New South Wales) / 헌터 밸리(Hunter Valley),샤르도네 (Chardonnay) / 세미용 (Semillon),,12~13 %,8~10 ℃,,1/5,3/5,3/5,1/5,"복숭아, 배, 시트러스, 열대과일, 미네랄","삼계탕, 후라이드, 오리고기, 닭고기, 해산물, 바닷가재, 문어숙회, 조개구이, 동그랑땡, 만두, 어묵, 서양요리, 복숭아, 리코타, 크림치즈, 모짜렐라",Both the Semillon and Chardonnay juices were fermented in stainless-steel vessels at low temperatures,"After fermentation they were blended (50% Semillon, 50% Chardonnay)",,,
"핸드픽트, 싱글 빈야드 태즈매니아 피노 누아","Handpicked, Single Vineyard Tasmania Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=176047&lq=LIST,핸드픽트  Handpicked Wines,호주(Australia) / 태즈매니아(Tasmania),피노 누아 (Pinot Noir),Australian Pinot Noir,12~13 %,12~14 ℃,*5 red star Halliday,1/5,4/5,3/5,2/5,"체리, 라스베리, 흙, 젖은낙엽","육회, 훈제오리, 닭고기, 참치, 순대, 치즈",,10 months in French oak (40% new),,,
"번 빈야즈, 번 더블 패스 쉬라즈","Byrne Vineyards, Byrne Double Pass Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=176048&lq=LIST,번 빈야즈  Byrne Vineyards,호주(Australia) / 사우스 오스트레일리아(South Australia),시라/쉬라즈 (Syrah/Shiraz),Australian Shiraz,,14~16 ℃,"* 2023 AWC Vienna International Wine Challenge - Gold Medal* 2023 Mundus Vini Grand International Wine Awards - Silver Medal* Sam Kim, Wine Orbit - 90점",1/5,3/5,3/5,3/5,"레드커런트, 라스베리, 후추, 토스트, 삼나무, 모카, 오크","로스트비프, 소고기, 스테이크, 바비큐, 양갈비, 불고기, 양념갈비, 갈비찜, 한식, 서양요리, 리조또, 피자, 치즈, 체다, 고다, 테트드무안",줄기를 제거하고 온도 조절이 가능한 발효기에서 매일 펌프 오버를 통해 껍질에서 강렬한 색과 향을 추출.,숙성 후 완벽하게 균형 잡힌 와인인 더블 패스를 만들기 위해 첫 번째 패스 와인과 두 번째 패스를 블렌딩하여 안정화를 거친 후 출시.,(주)와이넬,,
"핸드픽트, 콜렉션 쉬라즈","Handpicked, Collection Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=176049&lq=LIST,핸드픽트  Handpicked Wines,호주(Australia) / 사우스 오스트레일리아(South Australia) / 바로사 밸리(Barossa Valley),시라/쉬라즈 (Syrah/Shiraz),Australian Shiraz,14~15 %,16~18 ℃,*5 red star Halliday,1/5,3/5,4/5,4/5,"블랙베리, 자두, 정향","스튜, 돼지고기, 양고기, 건육, 양념갈비, 갈비찜, 치즈",,11 months in French oak mixture of old and new barrels,,,
"번 빈야즈, 번 리저브 클레어 밸리 쉬라즈","Byrne Vineyards, Byrne Reserve Clare Valley Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=176050&lq=LIST,번 빈야즈  Byrne Vineyards,호주(Australia) / 사우스 오스트레일리아(South Australia) / 클레어 밸리(Clare Valley),시라/쉬라즈 (Syrah/Shiraz),Australian Shiraz,,16~18 ℃,"* 2022 CWSA - Gold Medal* 2022 Wine Showcase Magazine - Gold Medal (95 points)* Sam Kim, Wine Orbit - 93점",1/5,3/5,4/5,3/5,"블랙체리, 블랙베리, 블루베리, 자두, 바닐라, 삼나무, 오크","그릴요리, 소고기, 스테이크, 바비큐, 양갈비, 양고기, 양념갈비, 갈비찜, 라자냐, 자두, 치즈, 고다, 브리",,프렌치 오크와 아메리칸 오크에서 24개월 동안 숙성.,(주)와이넬,,
"핸드픽트, 레지오날 셀렉션 샤도네이","Handpicked, Regional Selection Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=176051&lq=LIST,핸드픽트  Handpicked Wines,호주(Australia) / 빅토리아(Victoria) / 야라 밸리(Yarra Valley),샤르도네 (Chardonnay),Australian Chardonnay,12~13 %,8~10 ℃,*5 red star Halliday,1/5,3/5,2/5,1/5,"살구, 복숭아, 배, 꽃, 오크","돼지고기, 삼계탕, 보쌈, 오일파스타, 샐러드",Stainless steel and partial oak ferment for 10 months & part malolactic ferment,,,,
"번 빈야즈, 칼카니아 클레어 밸리 리슬링","Byrne Vineyards, Calcania Clare Valley Rieslng",https://www.wine21.com/13_search/wine_view.html?Idx=176052&lq=LIST,번 빈야즈  Byrne Vineyards,호주(Australia) / 사우스 오스트레일리아(South Australia) / 클레어 밸리(Clare Valley),리슬링 (Riesling),Australian Riesling,12~13 %,10~12 ℃,* 2023 Wine Showcase Magazine - Gold Medal (93 points)* 2023 New Zealand International Wine Show - Silver Medal,1/5,3/5,3/5,1/5,"청사과, 모과, 사과, 자몽, 레몬, 밀싹","초밥, 생선회, 해산물, 생굴, 오일파스타, 중국요리, 아시아요리, 과일, 치즈, 리코타, 모짜렐라",,,(주)와이넬,,
"번 빈야즈, 칼카니아 클레어 밸리 쉬라즈","Byrne Vineyards, Calcania Clare Valley Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=176053&lq=LIST,번 빈야즈  Byrne Vineyards,호주(Australia) / 사우스 오스트레일리아(South Australia) / 클레어 밸리(Clare Valley),시라/쉬라즈 (Syrah/Shiraz),Australian Shiraz,14~15 %,16~18 ℃,"* 2022 Asia Wine Challenge - Gold Medal* 2022 Mundus Vini - Gold Medal* Sam Kim, Wine Orbit - 94점* 2022 International Wine Challenge - Bronze Medal",1/5,3/5,4/5,4/5,"블랙체리, 블랙베리, 블루베리, 라스베리, 후추, 초콜릿, 오크","소고기, 스테이크, 육류요리, 붉은육류, 바비큐, 양갈비, 양고기, 불고기, 양념갈비, 갈비찜, 동그랑땡, 라자냐, 랑그르, 치즈, 파르미지아노, 고다, 브리, 그라노파다노, 고르곤졸라, 로크포르",,"24개월간 배럴 숙성(아메리칸, 프렌치 오크 혼합)",(주)와이넬,,
"핸드픽트, 레지오날 셀렉션 카베르네 소비뇽","Handpicked, Regional Selection Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=176054&lq=LIST,핸드픽트  Handpicked Wines,호주(Australia) / 웨스턴 오스트레일리아(Western Australia) / 마가렛 리버(Margaret River),카베르네 소비뇽 (Cabernet Sauvignon),Australian Cabernet Sauvignon,14~15 %,16~18 ℃,*5 red star Halliday,1/5,3/5,4/5,4/5,"블랙체리, 블랙베리, 정향, 허브, 다크초콜릿","스튜, 스테이크, 양고기, 건육, 양념갈비, 갈비찜, 견과류, 치즈",closed fermentation with pumping over,matured in French barrel for 18 months,,,
"바-에덴 에스테이트, 러브 오버 골드 쉬라즈","Barr-Eden Estate, Love Over Gold Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=176055&lq=LIST,바-에덴 에스테이트  Barr-Eden Estate,호주(Australia) / 사우스 오스트레일리아(South Australia) / 에덴 밸리(Eden Valley),시라/쉬라즈 (Syrah/Shiraz),Australian Shiraz,14~15 %,13~15 ℃,* 2016빈티지 - 앤드류 까이야르 마스터 오브 와인 Andrew Caillard MW 96점,1/5,3/5,4/5,4/5,"블랙체리, 블랙베리, 후추, 바닐라, 감초, 다크초콜릿, 흙","소고기, 스테이크, 육류요리, 붉은육류, 양갈비, 양고기, 건육, 훈제오리, 양념갈비, 갈비찜, 족발, 한식, 파스타, 햄버거, 서양요리, 피자, 매운음식, 치즈, 파르미지아노, 그라노파다노, 모짜렐라","손 수확 후, 가장 좋은 송이만 선별하여 손으로 조심스럽게 줄기를 제거. 10%는 완전한 송이 상태로 양조. 포도는 작은 발효통에 옮겨져 24도의 낮은 온도에서 자연 발효.",2년 된 프랑스산 오크 통에서 숙성.,금양인터내셔날,,
"바-에덴 에스테이트, 러브 오버 골드 그르나슈","Barr-Eden Estate, Love Over Gold Grenache",https://www.wine21.com/13_search/wine_view.html?Idx=176056&lq=LIST,바-에덴 에스테이트  Barr-Eden Estate,호주(Australia) / 사우스 오스트레일리아(South Australia) / 에덴 밸리(Eden Valley),그르나슈 (Grenache),,14~15 %,13~15 ℃,,1/5,3/5,4/5,3/5,"블랙체리, 블랙베리, 자두, 후추, 바닐라, 감초, 연기, 다크초콜릿, 가죽","스테이크, 붉은육류, 양갈비, 양고기, 건육, 훈제오리, 불고기, 양념갈비, 갈비찜, 족발, 파스타, 햄버거, 피자, 중국요리, 자두, 치즈, 파르미지아노, 그라노파다노, 페타, 모짜렐라",줄기를 제거한 후 1톤 발효기에 담겨 천천히 발효. 부드러운 펌프 오버와 느린 추출.,오크통에서 숙성.,금양인터내셔날,,
"바-에덴 에스테이트, 애비뉴 투 골드 쉬라즈","Barr-Eden Estate, Avenue To Gold Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=176057&lq=LIST,바-에덴 에스테이트  Barr-Eden Estate,호주(Australia) / 사우스 오스트레일리아(South Australia) / 에덴 밸리(Eden Valley),,Australian Shiraz,14~15 %,13~15 ℃,,1/5,3/5,4/5,4/5,"블랙베리, 후추, 허브, 로즈마리, 세이지, 타바코, 연기","소고기, 스테이크, 붉은육류, 양갈비, 양고기, 불고기, 양념갈비, 족발, 파스타, 햄버거, 서양요리, 피자, 중국요리, 매운음식, 견과류, 치즈, 파르미지아노, 체다, 그라노파다노, 페타, 모짜렐라",,8개월간 프렌치 오크 배럴에서 숙성.,금양인터내셔날,,
"바-에덴 에스테이트, 드림 오브 골드 쉬라즈","Barr-Eden Estate, Dream of Gold Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=176058&lq=LIST,바-에덴 에스테이트  Barr-Eden Estate,호주(Australia) / 사우스 오스트레일리아(South Australia) / 에덴 밸리(Eden Valley),시라/쉬라즈 (Syrah/Shiraz),Australian Shiraz,14~15 %,13~15 ℃,,1/5,3/5,4/5,4/5,"체리, 블루베리, 자두, 미네랄, 후추, 바닐라, 허브, 말린허브, 토스트, 다크초콜릿, 오크","소고기, 스테이크, 돼지고기, 양갈비, 양고기, 불고기, 양념갈비, 족발, 한국음식, 라자냐, 토마토파스타, 중국요리, 자두, 치즈, 페타, 모짜렐라, 스모크",4톤 용량의 발효조에서 발효된 후 18일 동안 껍질과 함께 숙성. 이후 작은 바스켓 프레스로 압착되어 일부 프레싱 와인은 프리런 와인과 혼합.,3년과 4년 된 프랑스 오크에서 숙성,금양인터내셔날,,
