와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,양조,숙성,알코올,음용온도,수입사,당도,산도,바디,타닌,아로마,음식매칭,기타정보,스타일,등급,추천음식
"프리츠 빈디쉬, 모짜르트 리슬링","Fritz Windisch, Mozart Riesling",https://www.wine21.com/13_search/wine_view.html?Idx=177071&lq=LIST,프리츠 빈디쉬 와이너리  Fritz Windisch Winery,독일(Germany) / 라인헤센(Rheinhessen),리슬링 (Riesling),,,8~9 %,6~8 ℃,,0/5,0/5,0/5,0/5,,,,,,
"프리츠 빈디쉬, 베토벤 리슬링","Fritz Windisch, Beethoven Riesling",https://www.wine21.com/13_search/wine_view.html?Idx=177072&lq=LIST,프리츠 빈디쉬 와이너리  Fritz Windisch Winery,독일(Germany) / 라인헤센(Rheinhessen),리슬링 (Riesling),,,8~9 %,6~8 ℃,,0/5,0/5,0/5,0/5,,,,,,
"폴레츠키 와이너리, 크리스마스 토카이","Poletski Winery, Christmas Tokaj",https://www.wine21.com/13_search/wine_view.html?Idx=177073&lq=LIST,폴레츠키 와이너리  Poletski Winery,헝가리(Hungary),푸르민트 (Furmint),,,12~13 %,8~10 ℃,,5/5,3/5,3/5,1/5,"무화과, 모과, 살구, 말린살구, 말린과일, 꿀","치즈, 그라노파다노, 페타, 콩테, 타르트, 티라미수",,,,
"레 프레 베흐, 피노 누아","Les Prés Verts, Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=177074&lq=LIST,레 프레 베흐  Les Prés Verts,프랑스(France) / 서던 프랑스(Southern France) / 랑그독 루씨용(Languedoc Roussillon),피노 누아 (Pinot Noir),수확기에 다른 포도 품종보다 더 빨리 수확하여 양조장에 도착 측시 선별 후 줄기를 제거. 26-28도로 조절된 탱크에서 발효하며 15일 동안 매일 아래 위로 섞어 색상과 타닌이 잘 우러나게 함. 역시 스테인레스 스틸 탱크에서 젖산발효.,앙금 위 숙성을 거친 후 병입.,13~14 %,14~16 ℃,콤마 와인,1/5,3/5,3/5,3/5,"블랙체리, 블랙베리, 체리, 딸기, 라스베리, 장미, 꽃, 후추","소고기, 붉은육류, 돼지고기, 양고기, 건육, 보쌈, 불고기, 족발, 파스타, 피자, 견과류, 치즈",* '레 프레 베르(푸른 초원)' : 아름다운 야생의 자연에 헌정한 새롭고 멋진 와인 브랜드부르고뉴에서 양조학을 공부한 필립 르브랭은 프랑스 남부에서 와인메이커로 일하면서 랑그독 와인의 잠재성을 발견하게 되었습니다. 남프랑스의 포도품종에 대한 완벽한 이해로 부터 각 품종에 알맞은 새로운 토양을 찾아 나섰습니다. 지중해 연안의 잊혀진듯한 마을과 계곡에서 그림같은 포도밭들을 만났습니다. 야생화가 가득한 푸른 초원에서 깊은 인상을 받은 그는 아름다운 야생의 자연에 바치는 헌정시(詩)와 같은 와인 브랜드 '레 프레 베르'를 만들었습니다. 장신정신으로 순수한 프랑스 전통에 뿌리를 둔 그러나 적당량의 현대성을 가미하여 만든 새롭고 멋진 와인입니다. 재생지로 만든 라벨에서 보이는 꽃은 지중해 해안가에서 만나는 야생화입니다.,,Pays d'Oc IGP,
"레 프레 베흐, 까베르네 소비뇽","Les Prés Verts, Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=177075&lq=LIST,레 프레 베흐  Les Prés Verts,프랑스(France) / 서던 프랑스(Southern France) / 랑그독 루씨용(Languedoc Roussillon),카베르네 소비뇽 (Cabernet Sauvignon),잘 익은 까베르네 소비뇽을 수확하여 줄기를 제거하고 파쇄한 후 콘트리트 탱크에서 3개월간 침용.,"3개월간 프렌치 오크통에서 숙성하여 부드러운 타닌과 구운빵의 풍미를 얻고,  이후 3개월은 미국산 오크통에서 숙성하여 다크 초콜렛과 바닐라의 풍미 추출.",13~14 %,16~18 ℃,콤마 와인,1/5,3/5,4/5,3/5,"블랙커런트, 블랙베리, 자두, 바닐라, 타바코, 다크초콜릿","소고기, 붉은육류, 양고기, 불고기, 양념갈비, 갈비찜, 파스타, 서양요리, 자두, 랑그르, 치즈, 체다, 고다, 그뤼에르",* '레 프레 베르(푸른 초원)' : 아름다운 야생의 자연에 헌정한 새롭고 멋진 와인 브랜드부르고뉴에서 양조학을 공부한 필립 르브랭은 프랑스 남부에서 와인메이커로 일하면서 랑그독 와인의 잠재성을 발견하게 되었습니다. 남프랑스의 포도품종에 대한 완벽한 이해로 부터 각 품종에 알맞은 새로운 토양을 찾아 나섰습니다. 지중해 연안의 잊혀진듯한 마을과 계곡에서 그림같은 포도밭들을 만났습니다. 야생화가 가득한 푸른 초원에서 깊은 인상을 받은 그는 아름다운 야생의 자연에 바치는 헌정시(詩)와 같은 와인 브랜드 '레 프레 베르'를 만들었습니다. 장신정신으로 순수한 프랑스 전통에 뿌리를 둔 그러나 적당량의 현대성을 가미하여 만든 새롭고 멋진 와인입니다. 재생지로 만든 라벨에서 보이는 꽃은 지중해 해안가에서 만나는 야생화입니다.,,Pays d'Oc IGP,
"레 프레 베흐, 피노 로제","Les Prés Verts, Pinot Rose",https://www.wine21.com/13_search/wine_view.html?Idx=177076&lq=LIST,위니옹 데 비녀롱  Union des Vignerons,프랑스(France) / 서던 프랑스(Southern France) / 랑그독 루씨용(Languedoc Roussillon),피노 누아 (Pinot Noir),"시원한 아침 시간에 수확, 바로 압착하여 스테인레스 스틸 탱크에서 발효.",,13~14 %,12~14 ℃,콤마 와인,1/5,3/5,2/5,2/5,"딸기, 라스베리, 제비꽃, 장미, 꽃","바비큐, 닭고기, 연어, 참치, 해산물, 동남아요리, 아시아요리, 식전주, 샐러드, 과일",,,Pays d'Oc IGP,
"레 프레 베흐, 샤르도네","Les Prés Verts, Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=177077&lq=LIST,레 프레 베흐  Les Prés Verts,프랑스(France) / 서던 프랑스(Southern France) / 랑그독 루씨용(Languedoc Roussillon),샤르도네 (Chardonnay),시원한 이른 아침에 수확하여 공기 압축으로 부드럽게 압착한 후 30%는 중간정도 로스팅한 프렌치 오크통에서 양조. 신선한 과일향을 살리기 위해 젖산 발효 미실시.,4개월간 앙금을 저어주며 숙성한 후 병입.,13~14 %,8~10 ℃,콤마 와인,2/5,3/5,3/5,1/5,"모과, 배, 서양배, 열대과일, 바닐라, 페이스트리, 토스트, 오크, 크림","베이컨, 소시지, 건육, 양념치킨, 닭강정, 치킨, 생선구이, 생선찜, 해산물, 순대, 오일파스타, 리조토, 서양요리, 중국요리, 아시아요리",* '레 프레 베르(푸른 초원)' : 아름다운 야생의 자연에 헌정한 새롭고 멋진 와인 브랜드부르고뉴에서 양조학을 공부한 필립 르브랭은 프랑스 남부에서 와인메이커로 일하면서 랑그독 와인의 잠재성을 발견하게 되었습니다. 남프랑스의 포도품종에 대한 완벽한 이해로 부터 각 품종에 알맞은 새로운 토양을 찾아 나섰습니다. 지중해 연안의 잊혀진듯한 마을과 계곡에서 그림같은 포도밭들을 만났습니다. 야생화가 가득한 푸른 초원에서 깊은 인상을 받은 그는 아름다운 야생의 자연에 바치는 헌정시(詩)와 같은 와인 브랜드 '레 프레 베르'를 만들었습니다. 장신정신으로 순수한 프랑스 전통에 뿌리를 둔 그러나 적당량의 현대성을 가미하여 만든 새롭고 멋진 와인입니다. 재생지로 만든 라벨에서 보이는 꽃은 지중해 해안가에서 만나는 야생화입니다.,Languedoc-Roussillon White,Pays d'Oc IGP,
"듀체스 데 빠스트흐, 까베르네 소비뇽","Duchesse de Pastres, Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=177078&lq=LIST,듀체스 데 빠스트흐  Duchesse des Pastres,프랑스(France) / 서던 프랑스(Southern France) / 랑그독 루씨용(Languedoc Roussillon),카베르네 소비뇽 (Cabernet Sauvignon),잘 익은 까베르네 소비뇽이 양조장에 도착하면 즉시 줄기를 제거한 후 파쇄하여 콘크리트 탱크에서 2주간 침용하여  까베르네 품종의 과일적 특성을 추출.,프렌치 오크통에서 5개월간 숙성.,13~14 %,16~18 ℃,콤마 와인,1/5,3/5,4/5,3/5,"블랙커런트, 블랙체리, 블랙베리, 타바코, 오크","소고기, 붉은육류, 바비큐, 양고기, 훈제오리, 불고기, 양념갈비, 갈비찜, 라자냐, 리조토, 치즈, 체다, 그라노파다노",,Languedoc-Roussillon Red,Pays d'Oc IGP,
"듀체스 데 빠스트흐, 피노 누아","Duchesse de Pastres, Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=177079&lq=LIST,듀체스 데 빠스트흐  Duchesse des Pastres,프랑스(France) / 서던 프랑스(Southern France) / 랑그독 루씨용(Languedoc Roussillon),피노 누아 (Pinot Noir),"확기가 되면 가장 먼저 수확하는 품종으로 양조장에 도착하는 즉시 선별하여 제경, 26-28도에서 15일 동안 발효.  스테인레스 스틸 탱크에서 젖산발효.",앙금 위 숙성을 거친 후 병입.,13~14 %,14~16 ℃,콤마 와인,1/5,3/5,3/5,2/5,"블랙베리, 딸기, 블루베리, 장미, 후추, 정향","베이컨, 소시지, 건육, 오리고기, 오리로스, 치킨, 불고기, 족발, 순대, 파스타, 서양요리, 중국요리, 치즈","* Vivino: 3.8 / Among top 10% of all wines in region* 듀체스 데 빠스트흐 : 세계 와인 소비자들의 입맛을 사로잡고자 출시한 뛰어난 품질과 좋은 가격의 와인 브랜드, 랑그독의 떼루아의 진면목을 발견하게 하는 와인.수석 와인메이커 에릭 루르는 보르도의 샤또 빠쁘 클레망을 비롯하여 여러 와이너리에서의 경험을 바탕으로, 자신의 팀과 함께 프랑스에서 가장 오래된 와인 생산지역이자 프랑스 와인의 신세계라 할 수 있는 랑그독 지방에서 최고의 떼루아를 지닌 포도밭을 찾아 냈습니다. '목동들의 공작부인'이라는 뜻의 듀체스 데 빠스트흐는 인적개입을 최소화한 떼루아 와인으로 좋은 품질과 좋은 가격의 프랑스 와인으로 국제적인 인정을 받고자 합니다.",,Pays d'Oc IGP,
"듀체스 데 빠스트흐, 샤르도네","Duchesse de Pastres, Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=177080&lq=LIST,듀체스 데 빠스트흐  Duchesse des Pastres,프랑스(France) / 서던 프랑스(Southern France) / 랑그독 루씨용(Languedoc Roussillon),샤르도네 (Chardonnay),포도송이를 부드럽게 압착한 후 낮은 온도에서 발효하여 신선도를 유지하고 아로마를 강화. 기사용한 프렌치 오크통에서 발효와 숙성. 숙성 전 젖산발효.,프렌치 오크 숙성.,13~14 %,10~12 ℃,콤마 와인,1/5,3/5,3/5,1/5,"배, 서양배, 시트러스, 열대과일, 바닐라, 페이스트리, 토스트","건육, 오리로스, 가금류, 치킨, 생선구이, 생선찜, 해산물, 파스타, 리조토, 중국요리, 치즈","* 듀체스 데 빠스트흐 : 세계 와인 소비자들의 입맛을 사로잡고자 출시한 뛰어난 품질과 좋은 가격의 와인 브랜드, 랑그독의 떼루아의 진면목을 발견하게 하는 와인.수석 와인메이커 에릭 루르는 보르도의 샤또 빠쁘 클레망을 비롯하여 여러 와이너리에서의 경험을 바탕으로, 자신의 팀과 함께 프랑스에서 가장 오래된 와인 생산지역이자 프랑스 와인의 신세계라 할 수 있는 랑그독 지방에서 최고의 떼루아를 지닌 포도밭을 찾아 냈습니다. '목동들의 공작부인'이라는 뜻의 듀체스 데 빠스트흐는 인적개입을 최소화한 떼루아 와인으로 좋은 품질과 좋은 가격의 프랑스 와인으로 국제적인 인정을 받고자 합니다.",Languedoc-Roussillon White,Pays d'Oc IGP,
샤또 라 퐁 뇌브,Chateau La Font Neuve,https://www.wine21.com/13_search/wine_view.html?Idx=177081&lq=LIST,메종 지네스떼  Maison Ginestet,프랑스(France) / 보르도(Bordeaux) / 메독(Medoc),메를로 (Merlot) / 카베르네 소비뇽 (Cabernet Sauvignon) / 쁘띠 베르도 (Petit Verdot),,,,14~16 ℃,콤마 와인,1/5,3/5,4/5,3/5,"블랙커런트, 블랙체리, 블랙베리, 자두, 허브, 삼나무, 오크","소고기, 육류요리, 붉은육류, 양갈비, 양고기, 불고기, 양념갈비, 갈비찜, 파스타, 크림파스타, 버섯, 치즈",,Bordeaux Médoc,,
"도멘 징크, 피노 블랑","Domaine Zinck, Pinot Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=177082&lq=LIST,도멘 징크  Domaine Zinck,프랑스(France) / 알자스(Alsace),피노 블랑 (Pinot Blanc),"수령 25년의 포도밭에서 유기농과 바이오다이나믹으로 재배한 포도를 손수확하여 압축공기를 이용하여 부드럽게 압착, 섬세한 과일의 향을 최대한 살리기 위해 스테인레스 스틸 탱크에서 양조.",,12~13 %,8~10 ℃,콤마 와인,2/5,4/5,3/5,1/5,"청사과, 배, 사과, 꽃, 미네랄, 연기","닭강정, 치킨, 초밥, 생선회, 해산물, 조개구이, 새우, 잡채, 어묵, 아시아요리, 샐러드","* Vivino: 3.6* 건강한 토양에서 진정한 유기농 알자스 와인을 생산하는 도멘 징크* 4가지 키워드로 보는 도멘 징크1. 4대째 가업으로 와인을 생산하는 소규모의 존중받는 가족 와이너리2. 알자스 와인의 요람이자 '프랑스에서 가장 아름다운 마을 20'에 선정된 에귀샤임에 위치3. 유기농 및 바이오 다이나믹 와인 생산 : 20헥타르의 포도밭은 Ecocert(유기농인증) 및 Demeter(바이오 다이나믹 인증) 인증, '와인은 포도나무가 뿌리를 내리고 있는 땅에서 태어난다. 살아있는 토양에서 자라는 건강한 포도나무가 위대한 와인을 만든다' - Philippe Zinck4. 100% 손수확 : 포도밭에서 양조장까지 포도의 신선함을 유지하기 위한 최상의 방법",Alsace Pinot Blanc,,
"도멘 징크, 리슬링","Domaine Zinck, Riesling",https://www.wine21.com/13_search/wine_view.html?Idx=177083&lq=LIST,도멘 징크  Domaine Zinck,프랑스(France) / 알자스(Alsace),리슬링 (Riesling),수령 35년의 포도밭에서 유기농과 바이오다이나믹으로 재배하여 손수확한 포도를  압축공기를 이용하여 부드럽게 압착. 과일향을 최대한 간직하기 위해 스테인레스 스틸 탱크에서 양조.,,12~13 %,8~10 ℃,,1/5,4/5,3/5,1/5,"청사과, 시트러스, 라임, 레몬, 미네랄, 허브","생선구이, 생선회, 해산물, 조개구이, 오일파스타, 중국요리, 아시아요리, 식전주, 샐러드, 과일","* Vivino: 3.6* 건강한 토양에서 진정한 유기농 알자스 와인을 생산하는 도멘 징크* 4가지 키워드로 보는 도멘 징크1. 4대째 가업으로 와인을 생산하는 소규모의 존중받는 가족 와이너리2. 알자스 와인의 요람이자 '프랑스에서 가장 아름다운 마을 20'에 선정된 에귀샤임에 위치3. 유기농 및 바이오 다이나믹 와인 생산 : 20헥타르의 포도밭은 Ecocert(유기농인증) 및 Demeter(바이오 다이나믹 인증) 인증, '와인은 포도나무가 뿌리를 내리고 있는 땅에서 태어난다. 살아있는 토양에서 자라는 건강한 포도나무가 위대한 와인을 만든다' - Philippe Zinck4. 100% 손수확 : 포도밭에서 양조장까지 포도의 신선함을 유지하기 위한 최상의 방법",Alsace Riesling,,
"도멘 징크, 게부르츠트라미너","Domaine Zinck, Portrait Gewurztramier",https://www.wine21.com/13_search/wine_view.html?Idx=177084&lq=LIST,도멘 징크  Domaine Zinck,프랑스(France) / 알자스(Alsace),게뷔르츠트라미너 (Gewurztraminer),오가닉. 바이오다이나믹. 스테인레스 스틸,,14~15 %,8~10 ℃,콤마 와인,1/5,3/5,2/5,1/5,"복숭아, 시트러스, 감귤, 열대과일, 리치, 장미, 꽃, 아니스, 허브, 민트","건육, 양념치킨, 닭강정, 치킨, 오일파스타, 중국요리, 아시아요리, 복숭아, 치즈, 디저트, 케이크","* Wine Enthusiast: 87* Vivino: 3.7* 2024 Asia Wine Trophy: Gold Medal* 건강한 토양에서 진정한 유기농 알자스 와인을 생산하는 도멘 징크* 4가지 키워드로 보는 도멘 징크1. 4대째 가업으로 와인을 생산하는 소규모의 존중받는 가족 와이너리2. 알자스 와인의 요람이자 '프랑스에서 가장 아름다운 마을 20'에 선정된 에귀샤임에 위치3. 유기농 및 바이오 다이나믹 와인 생산 : 20헥타르의 포도밭은 Ecocert(유기농인증) 및 Demeter(바이오 다이나믹 인증) 인증, '와인은 포도나무가 뿌리를 내리고 있는 땅에서 태어난다. 살아있는 토양에서 자라는 건강한 포도나무가 위대한 와인을 만든다' - Philippe Zinck4. 100% 손수확 : 포도밭에서 양조장까지 포도의 신선함을 유지하기 위한 최상의 방법",,,
"끌로 루슬리, 까나이유 가메","Clos Rossely, Canaille Gamay",https://www.wine21.com/13_search/wine_view.html?Idx=177085&lq=LIST,도멘 끌로 루슬리  Domaine Clos Rossely,프랑스(France) / 루아르(Loire) / 뚜렌느(Touraine),가메이 (Gamay),"평균 수령 40년의 포도밭에서 손수확. 수확량의 일부는 보졸레 와인처럼 탄산가스침용법으로 발효하여 붉은 과일의 향이 풍부한 와인을 만들며, 나머지는 전통적인 발효.",스테인레스 스틸 탱크에서 숙성하며 여과를 하지 않고 병입. 병입 시 최소한의 이산화황을 사용하는 자연주의 저간섭 와인.,12~13 %,14~16 ℃,콤마 와인,1/5,4/5,2/5,2/5,"체리, 크랜베리, 꽃, 생강, 허브","바비큐, 양꼬치, 건육, 편육, 순대, 수육, 피자, 중국요리, 치즈","* Vivino: 3.9* 끌로 루슬리, '자연과 시간이 와인을 만드는 유기농 와이너리'프랑스 루아르의 가족 경영 와이너리로 4대 와인메이커 뱅상 루슬리는 8헥타르의 포도밭을 모두 유기농/바이오다이나믹으로 전환하여 2007년 인증을 받았습니다. 자연적인 생물적 다양성을 존중하는 재배법, 손수확, 자연 발효로 훨씬 나은 와인이 만들어진다는 것을 증명하였습니다. 포도밭 아래에 있는 양조장은 250년 전에 만들어진 석회암 지하 동굴로 연간 온도의 변화가 거의 없어 자연적인 느린 양조를 하는데 천혜의 조건을 제공하고 있습니다.",Upper Loire Red,,
