생산자,설명
아르볼레다Arboleda,아르볼레다( Arboleda)는‘숲’이란 뜻의 스페인어로 아르볼레다 와인이 만들어지는 포도밭에서 자라는 칠레 전통 나무를 기리기 위해 붙여진 이름이다.
벤톨레라Ventolera,벤톨레라(Ventolera)는 칠레와 아르헨티나를 기반으로 소규모 가족 경영 형식의 프리미엄 와이너리를 선별하여 수출하는 고품격 네고 시앙 수출업체이다.
샤또 라 크루아 드 로슈Chateau La Croix de Roche,샤또 라 크루아 드 로슈(Chateau La Croix de Roche)는 20년 이상 국내 스테디 셀러로 자리잡은 오메독 대표 크뤼 부르주아급으로 샤또 시삭에서 파트너 쉽으로 선보이는 고품질의 보르도 슈페리어 와인이다.
도멘 드 푸조Domaine de Poujo,
파커 쿠나와라 에스테이트Parker Coonawarra Estate,"파커 쿠나와라 에스테이트(Parker Coonawarra Estate)는 쿠나와라의 남단에 위치하고 있어 북단보다는 훨씬 더 서늘한 국지 기후를 보임에 따라 포도의 성숙을 최적화하기 위해 싹이 돋는 위치를 잡아주고, 수확량을 제한하기 위해 포도송이에 알이 성기게 달리도록 대단한 주의를 기울이는 등 최고의 품질을 유지하는 생산자로 알려져 있다."
헤스케스 와인hesketh Wines,
와인즈 바이 제프 하디Wines by Geoff Hardy,
피에르 가이야르 [도멘 피에르 가이야르]Pierre Gaillard [Domaine Pierre Gaillard],"도멘 피에르 가이야르 (Domaine Pierre Gaillard) 의 오너 피에르 가이아르 (Pierre Gaillard)는 12살에 이미 포도밭 경작에 관심을 보였고, 부르고뉴 본에서 양조학을 공부 한 후, 몽펠리에에서 학위를 취득했습니다. 졸업 후 꼬뜨 로티 지역에서 포도밭 담당 매니저로 경험을 쌓았다."
파미에 브레셰Famille Brechet,파미에 브레셰(Famille Brechet)는 1800년대 말에 론 지방에 설립되어 5대째 와인을 생산하고 있는 와이너리이다. 설립자인 오귀스트 쇼베(August Chauvet) 여사는 1900년 파리 와인 쇼에서 금메달을 수상하기도 했다. 그녀의 딸인 줄리에뜨(Juliett)가 와인 양조가인 가브리엘(Gabriel)과 결혼하면서 와인 생산을 확대하여 지금의 900헥타르의 와이너리를 일구었다.
샤또 드 보드위Chateau de Vaudieu,"샤또 드 보드위(Chateau de Vaudieu)는 19세기 필록세라 이후 가브리엘과 줄리엣뜨 메프레가 지금의 70헥타르를 되살려고, 1987년 가브리엘 사망 후에 딸인 실베뜨 브라체가 물려받아 그녀의 장남인 로랑 브라체가 1990년에, 차남인 줄리앙이 2006년에 조인하여 함께 양조와 마케팅을 담당하고 있다."
라망디에 베르니에Larmandier Bernier,라망디에 베르니에 (Larmandier-Bernier) 는 근면과 성실함을 통해 포도밭이 가진 잠재력을 최대한으로 뽑아내어 훌륭한 성과를 보여주는 샴폐인 지역의 롤모델 같은 와이너리이다.
니콜라스 푸이야트Nicolas Feuillatte,니꼴라 푸이야트(Nicolas Feuillatte)는 짧은 역사에도 불구하고 단 기간 내에 그 가치와 품질을 인정 받으며 새로이 각광 받는 샴페인 계의 신성이다. 샴페인에 지대한 열정을 가진 니꼴라 푸이야트에 의해 1970년 설립됐다.
뤼시엥 뮈자르Lucien Muzard,
페러 보베Ferrer Bobet,
파비아Favia Erickson Winegrowers,
도멘 커리Domaine Curry,
나파 하이랜즈Napa Highlands,
라피스 루나 와인스Lapis Luna Wines,
레옹 페르디갈Leon Perdigal,
윌리엄 셀럼 와이너리Williams Selyem Winery,윌리엄 셀럼 와이너리(Williams Selyem Winery)는 미국 와인 역사상 유일한 100점짜리 피노누아 생산자로 알려져 있다. 미국에서 가장 부르고뉴적이라 피노누아 생산자로 평가받기도 한다.
판테스카Fantesca,
트라이펙타Trifecta,
쓰리 스틱스Three Sticks,
포레이저Forager,
윌리엄 다우니William Downie,"윌리엄 다우니(William Downie)는 본래 락앤롤 밴드 활동을하며 주류샵에서 아르바이트를 하던 자유로운 영혼의 소유자였다. 당시 와인샵을 운영하던 사장이 함께 와인 클래스를 듣자는 제안을 하였고, 그것을 계기로 와인의 세계에 눈을 뜨게 되었다."
말보로 릿지Marlborough Ridge,
스톤헤지 와이너리Stonehedge Winery,
에베이 데 성스Eveil des Sens,에베이 데 성스(Eveil des Sens)는 짧은 역사의 도멘이지만 오랜 양조 경험으로 만들어낸다. 프랑시스 르쇼브Francis Lechauve의 와인을 마신 사람들은 얼마 지나지 않아 부르고뉴 최고의 도멘으로 자리잡을 것이라는 찬사를 아끼지 않는 포도원이다.
클레멘스 부쉬Clemens Busch,클레멘스 부쉬(Weingut Clemens Busch)는 독일 오가닉 와인의 독보적인 존재로 불린다. 그는 1984년 아버지로부터 와이너리를 물려 받았으며 그의 아내인 Rita Busch와 힘을 합쳐 바인굿 클레멘스 부쉬(Weingut Clemens Busch)를 모젤 최고의 와이너리로 성장시켰다.
에곤 뮐러Egon Muller,에곤 뮐러 (Egon Muller) 의 역사는 가문이 보유하고 있던 1797년으로 거슬러 올라간다. 모젤지역에 터를 잡은 Egon Muller의 가문은 수세기동안 최고의 포도원을 소유하고 있었다. 현재는 모젤지역 최상위 빈야드에 속하는 Scharzhofberg의 28 ha 중에서 8.3 ha를 소유하고 있다.
사토 와인즈Sato Wines,
보데가스 이 비녜도스 데 아기레Bodegas y Vinedos de Aguirre,보데가스 이 비녜도스 데 아기레(Bodegas y Vinedos de Aguirre)는 Pedro Felix de Aguirre와 Ana Maria Etcheberry Villa가 칠레 마울레 밸리에 설립한 와이너리이다.
만수스Mansus,
제이 로어 빈야드 & 와이너리J.Lohr Vineyards & Wines,"제이 로어 빈야드 & 와이너리(J.Lohr Vineyards & Wines)는 1974년 설립된 미국 역사상 가장 많은 와인 판매량을 보유한 가족 경영의 대규모 와이너리다. 설립자 Jerry Lohr는 미국의 저명한 와인 매체‘Vineyard & Winery Management’에서‘The 20 most admired people in the North American Wine Industry’로 소개되고 있고, 세계적인 유통 실적으로 많은 수상 경력을 보유하고 있다."
라이네리Raineri,"라이네리(Raineri)는 랑게(Langhe)에서 나고 자란 세 친구가 함께 만든 와이너리다. 돌체토(Dolcetto) 품종으로 유명한 돌리아니(Dogliani)에서 양조를 시작한 그들은 2006년 바르베라(Barbera), 네비올로(Nebbiolo) 품종은 물론 몬포르테 달바(Monforte d’Alba)의 포도로 바롤로(Barolo)도 생산하기 시작하였다."
도멘 앙리 나테domaine Henry Natter,도멘 앙리 나테(Domaine Henry Natter)는 2대에 걸친 가족 경영 와이너리로 1974년 Henry & Cecile Natter 부부에 의해 Berry 지역의 중심에 있는 Loire 성 근처 Sancerre와 Bourges 사이에 위치한 Montigny의 전원마을에 세워졌다.
도멘 델마Domaine Delmas,도멘 델마(Domaine Delams) 와이너리는 1920년 설립되어 가족 경영으로 3대째 이어져 오는 와이너리이다. 1986년 리무지역에서 역사적으로 최초의 올가닉 와인 인증을 받은 와이너리다. 리무의 독특한 4대 테루아 중 가장 높은 고도와 아름답기로 정평이 나 있는 Haute Vallee에 위치해 서늘한 미세기후 등의 천혜의 조건을 타고난 정통 Balanquette와 Cremant을 생산하고 있다.
르 뽀또Le Poteau,르 뽀또(Le Poteau)는 Frederic Kast에 의해 생산된다. 랑그독 지역에서만 24년 이상의 와인 생산 경력을 가지고 있는 Frederic Kast는 지역 최고의 샤또인 Capion과 Paul Dubrule 등에서 양조를 책임지다 l'Alternative라는 자신의 브랜드를 론칭하게 된다.
샤또 씨세롱Chateau Ciceron,샤또 씨세롱(Chateau Ciceron)은 11세기 로마시대 상류층의 하우스였다가 12세기 Abbey of Lagrasse(most beautiful village of France)의 별장으로 유명했으며 남프랑스의 메인 와인산지인 꼬르비에르(Corbieres) AOP를 대표하는 와이너리로 자리매김하고 있다.
도멘 드 라바트Domaine de Labarthe,"도멘 라바트(Domaine de Labarthe)는 지역 도심지인 Cordes와 Albi의 중간에 위치해 68에이커의 빈야드를 소유하고 있고, 2013년부터 포도 재배와 양조의 모든 과정을 유기농법으로 전환하여 수령 30년 이상된 포도 나무에서 오직 토착 품종만으로 생산한 질 좋은 올가닉 와인을 신선하고 안전하게 주변 지역으로 유통하고 있다."
풍크툼 바이오다이나믹 패밀리 빈야즈Punctum Biodynamic Family Vineyards,"도미니오 데 풍크툼(Dominio de Punctum)은 세계 최대규모의 와인산지 스페인 라만차 북부에 자리잡았으며 Fernandez가문의 가족 경영으로 현재 200헥타르에 달하는 빈야드를 소유하고 있고, 그동안 올가닉 농법으로 만족할 수 없어 2011년 모든 빈야드를 바이오다이나믹 농법으로 전환하게 된다."
비니 산 로렌조Vini San Lorenzo,"산 로렌조 와이너리(Vini San Lorenzo Winery)는 1890년 테라모의 작은 마을 카스틸렌티(Castilenti)에 정착해 첫 빈야드를 조성하였다. 현재 5대째 이어져 내려오는 지역 내 가장 큰 가족 경영의 가문으로서 150헥타르에 이르는 방대한 빈야드에서 다양한 DOCG, DOC 와인을 생산하고 있다."
샤또 드 라스코Chateau de Lascaux,"샤또 드 라스코(Chateau de Lascaux)는 1550년대부터 와인생산을 시작한 Cavalier 가문에 의해 14대째 이어져 내려온 유서깊은 포도원이다. 특히 그 이름 Lascaux는 빈야드를 구성하고 있는 Limestone(석회암)에서 기인하는데, 이는 고대 프랑스어로 Limestone을 의미하고 있고, 또한 명소인 라스코 동굴이 온통 Limestone Rock으로 형성되어 있는 바, 이 곳 빈야드의 지질학적 특성과 같기에 그 의미가 매우 크다."
비요 시몽Billaud Simon [Domaine J.Billaud Simon],빌라우드시몽(Domaine J. Billaud Simon)은 가족구성원으로 운영되는 도멘이다. “예술품을 만드는 포도장인 농들”이라고도 불린다. 문제는 종종 이들의 와인을 맛보려는 고객이 생산된 와인의 양보다 많다는 것이다. 최근 몇 년 사이 신세대에 의한 노력으로 상등급의 샤블리 와인중 하나로 부각되었다.
드 빌래인 [도멘 아 에 페 드 빌래인]De Villaine [Domaine A. et P. de Villaine],빌래인(Domaine A. et P. de Villaine) 은 마네 꽁띠 (Domaine de la Romanee-Conti)의 오너인 오베르 드 빌렌(Aubert de Villaine)과 그의 조카 삐에르 드 브누아 (Pierre de Benoist)가 소유한 와이너리로서 로마네 꽁띠 사의 공식 행사에도 공급될 정도로 명성 높은 와인들을 생산하고 있다.
미구엘 토레스 칠레Miguel Torres Chile,미구엘 토레스 칠레(Miguel Torres Chile)는 1979 스페인 토레스의 미구엘 토레스(Miguel Torres)가 와인재배에 이상적인 기후를 가진 칠레 와인의 성공을 인식하고 센트럴 밸리에 100 헥타르의 땅을 사들여 최초의 외국 회사로서 진출한 것이다. 칠레 토레스 와인은 130년간 와인의 품질과 전통을 중시해 온 패밀리 와이너리인 스페인 토레스의 정신을 그대로 간직하고 있다.
도멘 비레Domaine Viret,도멘 비레(Domaine Viret)는 론 지역에서 가장 혁신적인 생물 역학적 방법(Cosmoculture)으로 포도를 재배하고 와인을 만드는 생산자로 잘 알려져 있다. Biodynamie 농법에 근간을 두면서도 와인 생산의 각 단계에서는 우주와의 깊은 에너지 공명과 높은 생명력의 균형을 통해 건강하게 자란 포도가 가진 잠재력이 보여줄 수 있는 최상의 와인을 만든다.
도멘 자플랭Domaine Jafflin,"도멘 자플랭(Domaine Jafflin)은 부르고뉴 Nuits-Saint-Georges 마을 초입에 위치하며, 1954년부터 와인은 생산하기 시작하여 3대째 가업을 계승하고 있다. 현재 Gevrey Chambertin와 Vosne Romanée를 포함한 12개의 아펠라시옹의 와인을 생산하고 있다. 생산량의 대부분은 프랑스 내에서 소비 되며, 벨기에, 네덜란드, 일본 등에 수출하고 있다."
까브 데 비뉴롱 드 수무르Cave Des Vignerons de Saumur,
칸티나 로카피오레Cantina Roccafiore,
까브 드 베블렌하임Cave de Beblenheim,
도멘 로랑 루미에Domaine Laurent Roumier,"도멘 로랑 루미에(Domaine Laurent Roumier)는 1924년에 설립된 유명 도멘, 조르쥬 루미에로부터 시작되었다. 조르쥬 루미에는 로랑과 크리스토프의 할아버지이고, 크리스토프 루미에는 로랑과 사촌지간으로 현재 도멘 조르쥬 루미에의 총괄을 맡고 있다."
벨라 빈야드Bella Vineyards,벨라 빈야드(Bella Vineyard)는 가족 경영 와이너리로 좋은 품질의 포도를 소량 생산하며 이어져 내려왔다. 이들은 한 세기 전부터 지켜온 그들의 포도밭과 여러 세대를 거슬러 내려온 유산같은 주변의 포도반들을 지키는데 힘쓰고 있다.
도멘 피요 로랑 에 로만Domaine Pillot Laurent et Romain,"도멘 피요 로랑 에 로만(Domaine Pillot Laurent et Romain)은 로랑 피요(Laurent Pillot), 로만 피요(Romain Pillot) 부자가 운여하는 와이너리이다. 메르뀌레의 남쪽, 멜레세에 위치한 와이너리는 Mercurey 1er Cru en Sazenay를 포함하여 총 17ha를 재배하고 있다. Mercurey와 Bourgogne Appellation 와인만을 생산한다. 연간 총 생산량은 약 3만병이다."
도멘 쥘 데주르네Domaine Jules Desjourneys,"파비앙 뒤페레(Fabien Duperray)는 프랑스에서 Fine Wine 유통업자로는 가장 화려한 인맥을 가진 사람 중 한 명인 동시에 보졸레에 매우 정통한 것으로 유명하다. 그는 DRC, Coche-Dury, Arnaud Ente와 같은 Cote d'Or 유명 도멘의 네고시앙으로 활약하다가 어느 날 Cote Rotie 만큼의 경사를 가진 Les Moriers의 어느 한 구획을 소유하게 되었다."
도멘 필립 샤를로팽 빠리죠Domaine Philippe Charlopin Parizot,도멘 필립 샤를로팽 빠리죠 (Domaine Philippe Charlopin Parizot)는 1977년 Marsannay에서 처음 와이너리를 설립하였으며 Henri Jayer가 첫 빈티지를 극찬하면서 세상에 알려지기 시작하였다. 이후 1993년 와이너리를 Gevrey Chambertin으로 옮긴 후 지금의 명성을 얻기 시작하면서 자리를 잡기 시작하였고 이 시기에 미국 시장에서 폭발적인 인기를 얻었다.
도멘 르네 엥겔Domaine Rene Engel,
도멘 장 끌로드 라팔뤼Domaine Jean-Claude Lapalu,"라팔뤼(Lapalu) 가문은 보졸레 지역에 종사하면서 협동 조합에 포도를 내다파는 역할을 하였으나, Jean-Claude Lapalu가 1996년 직접 와이너리를 경영하면서 일약 스타덤에 오른 와이너리이다."
