생산자,설명
이봉모Yvon Mau,이봉모 (Yvon Mau) 는 Gironde sur Dropt 지역에서 1897년에 보르도에서 100년 이상된 회사들이 주축이 되어 “Aristide Mau”를 창업자로 하여 설립되었다. 1900년대에 “Aristide Mau”의 아들인 Yvon Mou는 새롭고 훌륭한 와인들을 발굴하기 위해서 “Entre Deux Mers ( 앙트로 되 메르 - 보르도 중심에서 남동쪽으로 25km 떨어진 지역)을 직접 그의 자전거를 타고 조사를 위해 다녔고 이러한 노력으로 수많은 훌륭한 퀄리티의
판티니 그룹Fantini Group,파네세(Farnese) 는 1582년부터 와인을 생산하기 시작하였다. 당시에 파네세 왕자와 결혼한 오스트리아의 여왕 마루게리타가 오르토냐 (Ortona)의 파네토 밸리(Farneto Valley)의 아름다운 풍경과 기후에 매료되어 와인생산에 몸을 바치게 되며 결국 파네세의 와인은 유럽의 왕실에서 사랑을 받는 와인이 되었다.
도멘 쟝 루이 샤브Domaine Jean Louis Chave,도멘 쟝 루이 샤브(Domaine Jean Louis Chave)는 1481년부터 시작되어 현재 와이너리는 16대를 이어 내려오고 있으며 제랄드 샤브(Gerard Chave)와 쟝루이 샤브(Jean Louis Chave)로 이어지면서 명실상부한 최고의 와이너리로 거듭나게 되었다.
크루즈 와인Cruse Wine,크루즈 와인(Cruse Wine)의 오너이자 와인메이커인 Michael은 UC Berkeley에서 미생물학을 전공하면서 와인산업에 발을 디뎠으며 이후 UC Davis에서 양조학을 전공하면서 양조가로써의 삶을 시작하였다.
샹파뉴 앙리 지로Champagne Henri Giraud,샴페인 앙리 지로 (Champagne Henri Giraud)는 로버트 파커가 '사실상 가장 뛰어난 샴페인 하우스 The finest Champagne house virtually' 라고 극찬한 샴페인 하우스이다.
동 그레예Dhondt-Grellet,동 그레예(Dhondt-Grellet)는 Eric Dhondt과 Edith Grellet에 의해 설립된 와이너리로 Dhondt-Grellet는 그들의 성을 가져다 지은 이름이다. 1986년에 네고시앙에ㅅ게 포도를 파는 것을 중단하고 자신의 샴페인을 만들기로 결정하면서 Champagne Dhondt-Grellet의 역사가 시작되었다. 오가닉으로 농법을 변경한 것도 이때이다.
카스텔CASTEL [Groupe CASTEL],"카스텔 (Groupe CASTEL) 은 전 세계 53개국에서 와인을 판매하고 있으며 브랜드 론칭 이후 1,000만병이 넘는 판매고를 기록, 현재까지 꾸준한 성장을 유지하고 있는 회사다."
메디치 에르메테Medici Ermete [Cantina Medici Ermete],"메디치 에르메테(Cantina Medici Ermete)는 이탈리아의 음악, 패션, 자동차, 음식 등의 유명세를 떨치고 있는 에밀리아 로마냐 지역에 위치해 있으며, 4대에 걸친 110년의 역사를 자랑하는 람부르스코의 대가라 할 수 있다."
아미스타Amista Winery,"아미스타(Amista)는 오너인 Michael Farrow 와 Vicky Farrow의 꿈과 열정이 담긴 곳으로, Amista는 친구 사귀기, 우정이라는 의미가 있는 단어로 스페인어에서 착안하였다. 두 사람은 와인을 통해 다양한 사람을 만나며, 더 친근하게 다가갈 수 있다고 믿는다. 빈야드를 키우고 싶다는 두 사람의 열망은 다양한 곳을 여행하며 찾게 되었고, 소노마의 드라이 크릭 밸리를 발견하며 와이너리가 역사가 시작되었다."
산타 헬레나Santa Helena,"산타 헬레나(Santa Helena)는 1942년 VSP 그룹에 의해 설립된 와이너리로, 칠레의 수도 산티아고에서 남쪽으로 130km 떨어진 곳에 위치하고 있다. 설립 이후 매해 소비자들의 다양한 입맛에 맞는 다채로운 아이템을 출시, 전 라인을 50여 개국에 수출하고 있다."
필리터리 에스테이트Pillitteri Estate,"필리터리 에스테이트 (Pillitteri Estate)는 캐나다 최대의 아이스와인 생산업체로 청포도 품종인 비달, 리즐링 품종 이 외에도 아이스와인을 만들기에는 매우 까다롭다는 쉬라즈 품종을 사용하여 세계 유일하게 쉬라즈 아이스와인을 생산하고 있으며 이 밖에도 까베르네 프랑 등 8가지 이상의 품종을 사용한 아이스와인을 생산하고 있는 와인메이커 이기도 하다."
베리 브라더스 & 러드Berry Bros. & Rudd,"베리 브라더스 앤 러드(Berry Bros.& Rudd)는 300여 년의 역사를 가진 영국에서 가장 오래된 와인앤스피릿 회사로, 전 세계 유명 생산자들로부터 와인과 주류를 수입하여 영국 내 대형 유통 채널과 호텔 및 레스토랑에 유통하고 있으며, 특히 고급 와인 전문 회사로 정평이 나 있다."
샤또 라 빠따쉬Chateau La Patache,
인트린직 와인Intrinsic Wine Co.,인트린직(Intrinsic Wine Co.) 은 국제적인 명성의 Juan Muñoz-Oca (美 워싱턴주 최고의 스타 와인메이커) 가 무려 9개월의 침용기간 (일반적 평균 침용기간 약 7일 내외) 을 거쳐 만들어 낸 놀랄만한 도전과 예술의 와인이다.
피에르 장Pierre Jean,
르네 부비에Domaine Rene Bouvier,르네 부비에(Rene Bouvier)는 3 세대에 걸쳐 운영되어 왔으며 1992년부터 베르나르 부비에가 운영하기 시작했다. 그의 할아버지인 앙리 부비에가 1910년 처음 와이너리를 설립했다. 앙리의 아들인 르네 부비에는 1950년대에 물려받고 1991년에 12헥타르로 면적을 넓혔다.
도멘 오둘 꼬꺄르Domaine Odoul Coquard,"도멘 오듈 꼬꺄르(Domaine Odoul Coquard)는 Morey-St-Denis 에 위치해 있으며 8.5ha의 밭을 경작하고 있다. 전통에 대한 존경과 품질에 대한 자부심으로 운영되는 이 와이너리는 2개의 그랑 크뤼(Clos de Vougeot, Charmes-Chambertin), 4개의 프리미에 크뤼, 7개의 마을 단위 밭과 4개의 지역단위(Bourgogne, Bourgogne Passetoutgrain, Chardonnay, Aligote)를 생산하고 있다. 매년 약 30,000병의 와인을 생산되고 있다."
도멘 드 롱보Domaine de Rombeau,"도멘 드 롱보(Domaine de Rombeau)는 남프랑스와 스페인 사이에 위치하고 있으며, 원형경기장 혹은 새 둥지의 모양을 하고 있고 동쪽은 지중해, 서쪽으로 피레네 산맥, 북쪽으로는 코르비에르 산맥에 둘러싸인 Roussillon(루시옹) 지역은 다양한 떼루아와 이를 표현한 다양한 스타일이 와인이 생산되는 곳으로 널리 알려져 있다."
보데가스 피놀드Bodegas Pinord,피놀드 와이너리(Bodegas Pinord)는 빌라프란카 델 페네데스(Vilafranca del Penedè;s)에 위치하고 있으며 오랜 세대에 걸친 전통적인 양조 방식을 계승하고 지속적으로 포도밭을 늘려가고 있다. 이들의 전통은 150년 전부터 시작되어 지금까지 꾸준히 성장해 오늘날 스페인 내에서도 존경 받는 와이너리로 자리매김 하여 현재 피놀드라는 와이너리의 이름과 그들의 가족 이름인 테타스(Teta’s)는 페네데스 지역 내에서는 빼놓을
주스티노스 마데이라Justino’s Madeira,"주스티노스 마데이라 (Justino’s Madeira Wines, S.A.) 는 1953년에 세워진 유한회사이지만 그 명맥은 1870년에 설립한 “Justino Henriques”까지 거슬러 올라간다. 마데이라 섬에서 가장 오래된 생산자 중 하나이다."
비냐 따발리Vina Tabali,"따발리 (Tabali) 는 1993년 리마리(Limari) 밸리에서 포도 재배를 시작했다. 칠레를 대표하는 대기업인 기예르모 룩식(Guillermo Luksic)과 자회사인 산 페드로 그룹(San Pedro)와인 그룹이 소유하고 있는 브랜드이다. 룩식 그룹은 음료, 식품, 은행, 호텔, 광업 등 사업 영역이 다양한 칠레 유수의 대기업으로 잘 알려져 있다."
와이포Wifo,와이포 (Wi-Fo)는 합리적인 가격의 고품질 와인을 생산하는 선도적인 이탈리아 셀러의 와인 수출을 담당하는 수출사무소이다.
엘 타니노El Tanino,
카를로 펠레그리노Carlo Pellegrino,"카를로 펠레그리노(Carlo Pellegrino)는 1880년 지역 정치가이며, 포도재배에 강한 열정을 가진 파올로 펠레그리노(Paolo Pellegrino)에 의해 설립 되었다. 그 이후 자그마한 가족경영 회사에서 현재 시칠리를 대표하는 가장 주요한 와이너리 중 하나로 성공하였으며, 지속적인 성장을 거듭해 오고 있다."
아벨레다Aveleda,"With a legacy spanning 150 years, Aveleda epitomizes mastery in the Vinho Verde Wine Region, standing as a beacon of excellence and innovation. Our distinctiveness is rooted in:"
바레로F.M. Barrero,
호세 마리아 폰세카Jose Maria da Fonseca,"호세 마리아 폰세카(Jose Maria da Fonseca)는 1834년 설립자 호세 마리아 폰세카의 이름을 딴 와이너리로 Family 가 7세대에 걸쳐 운영하고 있다. 현재 Setubal Peninsula, Alentejo, Douro 지역에 650ha 의 포도밭을 소유하고 있다. 생산된 포도의 80%는 세계 70여개 국으로 수출되고 있다."
끌로 몽블랑Clos Montblanc,끌로 몽블랑(Clos Montblanc)은1988년 오랜 와인 양조 경험을 자랑하는 Carbonell Figueras 가문이 카탈루냐의 유서 깊은 지역에 설립한 와이너리이다.
GCF 그룹GCF Group,"레 그랑 쉐 드 프랑스(Les Grands Chais de France)는 1979 년 Joseph Helfrich의해 설립되었으며, 3,000헥타르에 달하는 프랑스의 유명 와인생산지역의 포도 재배자들이 선호하는 파트너로서, 단 한 세대 만에 크게 성장하여 현재 알자스 지방에 기반을 두고 있는 기업이다."
채닌 와인 컴퍼니Chanin wine company,채닌 와인 컴퍼니(Chanin wine company)는 산타바바라 카운티에서 와인을 양조하고 있다. 지리학 지질학 및 기후의 미묘한 차이를 드러내는 두 종류의 포도인 피노누아와 샤도네이에 초점을 맞추서 생산하고 있다.
롱 메도우 랜치 와이너리Long Meadow Ranch Winery,"롱 메도우 랜치 와이너리(Long Meadow Ranch Winery)는 산맥과 평야가 만나는 벤치(Bench) 지형의 배수가 좋은 루더포드(74 에이커)와 약 1,100 ft. 남서부 산악지형에 위치한 마야카마스(16 에이커)까지 총 나파밸리 중심부에 90 에이커의 유기농 포도원을 소유하고 있는 와이너리이다."
카페타 [프란체스코 카페타 - 발비 소프라니]Capetta [Francesco Capetta - Balbi Soprani],"카페타 (Francesco Capetta) 는 1953년 프란체스코 카페타(Francesco Capetta)에 의해 삐에몬테에 설립된 가족회사로 삐에몬테 지역에서 환경검증 ISO 14001을 획득한 최초의 와이너리이다. ;삐에몬테 지역 와이너리 중 선두회사로 연간 300백만 케이스, 약 3천6백만병(750ml)를 생산하고 있으며 총 생산량의 90%가 이태리 최고의 와인등급인 DOC와 DOCG 등급의 와인으로 그 품질을 이태리 국내를 비롯 세계적인 와인품평회에서"
하디스Hardys,하디스 (Hardys)는 가장 넓고 다양한 산지(産地)에서 재배되는 포도를 사용하여 와인을 생산하는 최대 규모의 와인 생산자 이다.
아콜레이드 와인즈Accolade Wines,"아콜레이드 와인즈(Accolade Wines)는 세계 최대 와인 회사 중 하나로, 다양한 지역에서 주요 브랜드를 보유하고 있습니다. 본사는 남호주에 위치하며, Hardys, Grant Burge, Banrock Station과 같은 수상 경력을 지닌 와인을 선보이고 있습니다. Accolade Wines는 지속 가능성과 혁신을 중시하며, 지역의 정체성을 유지하면서도 전 세계 소비자들에게 매력적인 와인을 제공하고자 노력하고 있습니다."
벨라비스타Bellavista,벨라비스타 (Bellavista) 는 1976년 설립된 와이너리로 ‘아름다운 경치’라는 뜻을 가진 이름에 걸맞게 이세오 호수와 알프스 산맥의 아름다움을 느낄 수 있는 프란치아코르타 언덕에 자리잡고 있다.
발포모사Vallformosa,"발포모사(Vallformosa)는 전세계적으로 명성있는 와이너리로 알려져 있으며 총 생산량의 60%가 40여 개국(유럽, 아메리카, 아시아)에 수출되고 있다."
헌드레드 에이커Hundred Acre,
부커 빈야드Booker Vineyard,"부커 빈야드(Booker Vineyard)는 농업의 완벽함을 추구하기 위해 최선을 다하고 있으며, 지속 가능한 유기농 농업을 통해 포도원의 균형을 찾기 위해 끊임없이 노력한다. 파소 로블스(Paso Robles) 지역의 론 베이스 와인과 파소 지역의 까베르네 베이스 와인을 중심으로 최고의 품질에 도전한다."
앙드르 끌루에Andre Clouet,앙드레 끌루에(Andre Clouet)는 샴페인 지방에서도 피노누아 포도품종을 주로 생산하는 부지(Bouzy) 마을에 위치한 유서 깊은 샴페인 하우스이다. 가족경영 체제로 운영하고 있으며 그랑 크뤼 부지(Grand Cru Bouzy) 및 앙보네(Ambonnay) 마을에 총 8헥타의 포도밭을 소유하고 있다.
니콜슨 존스 셀러Nicholson Jones Cellars,
마카신Marcassin,
존스 페밀리 빈야즈Jones Family Vineyards,
펄루Purlieu,
라 스콜카La Scolca,라 스콜카(La Scolca)는 이태리 피에몬테의 남동쪽 가비(Gavi) 마을의 가족경영 와이너리이다. 1919년 Soldati 가문에서 설립했으며 현재 50헥타르 규모의 포도밭을 두고 Giorgio Soldati와 그의 딸 Chiara Soldati가 5대째 가업을 잇고 있다.
도멘 루 페레 에 피스Domaine Roux Pere & Fils,"도멘 루 뻬레 에 피스(Domaine Roux Pere & Fils)는 1885년 부르고뉴 Cote d';Or 의 Saint-Aubin지역에 설립된 루 빼레 앤 삐스는, 150 헥타르가 넘는 면적에서 연 150 만 병 이상의 프리미엄 와인을 생산하고 있는 비교적 규모가 큰 도메인이다. 시스템화된 와인양조와 철저한 품질 관리, 높은 품질의 와인으로 인정받고 있다."
칸티나 카발로또Cantina Cavallotto,"칸티나 카발로또(Cantina Cavallotto) 는 4대째 가족경영을 하고 있는 전통 바롤로 생산자로 자연을 공경하 는 마음으로 테루아를 표현하는 와인을 만들기 위해 주력하고 있다. 가야, 브루노 지아코사와 함께 어깨를 나란히 하는 피에몬테 를 대표하는 와인 생산자로 손꼽힌다."
콘트라또Contratto,콘트라또(Contratto)는 1867년 Giuseppe Contratto에 의해 설립된 와이너리로 1919년부터 Methodo Classico 방식으로 스파클링 와인을 양조하는 이탈리아에서 가장 오래된 와이너리이다. 현재 와이너리 전체가 UNESCO의 세계 문화유산에 등재된 곳이며 세계의 Royal House와 바티칸까지 와인이 공급되었으며 스파클링 와인계에서 뛰어난 명성을 얻었다.
